EmployeeID,Name,Department,Salary
148,Roberta Harris,Sales,44125.1
149,Kayla Gentry,Sales,50548.01
150,Darlene Harmon,Finance,37821.37
151,Teresa Randall,HR,48455.33
152,Seth Perkins,Marketing,30703.1
153,Thomas Byrd,Marketing,113646.44
154,Joyce Noble,Operations,46955.0
155,Jacob Hall,IT,68043.23
156,Jennifer Ramirez,HR,91176.41
157,Amber Kramer,Operations,64500.75
158,Dennis Jones,Operations,120193.99
159,Stephanie Maynard,IT,93817.5
160,Joshua Zuniga,Finance,116411.03
161,Michael Ryan,Sales,134579.34
162,Stacie Boyd,IT,34824.98
163,Joshua Jenkins,Operations,53083.11
164,Trevor Pope,Operations,42442.87
165,Daniel Brown,Finance,105030.02
166,Suzanne Moreno,Operations,44177.65
167,Zachary Franklin,Finance,89107.73
168,Heather Brown DDS,Operations,148166.3
169,Matthew Sampson,Operations,82245.54
170,Gary Velasquez,Sales,77594.76
171,Nicholas Ballard,IT,63444.42
172,Rachel Santiago,IT,44971.75
173,Amy Foster,Operations,107611.61
174,Kelly Lyons,Finance,42551.97
175,Joshua Hardy,Finance,127644.66
176,Justin Sharp,IT,143989.65
177,Joshua Rodgers,Finance,142910.65
178,David Figueroa,Sales,33859.57
179,Michael Deleon,HR,110065.32
180,Joshua Bennett,IT,34239.78
181,Matthew Yang,Operations,33159.03
182,Allison Shepard,Marketing,77638.08
183,William Cox,Sales,60431.9
184,Katherine Reilly,Finance,31908.59
185,Gary Nelson,IT,116478.7
186,Karen Stewart,HR,80415.31
187,Judy Wright,Sales,134383.82
188,Hunter Davis,Operations,111765.51
189,Sherry Ashley,Sales,101783.82
190,Jennifer Roberts,IT,93309.63
191,Cassidy Conner,IT,141262.99
192,Javier Arnold,Sales,99853.61
193,Norma Byrd,Sales,97984.36
194,Logan Ford,HR,61545.49
195,Thomas Gibson,Marketing,140916.07
196,Joseph Nelson,Marketing,135649.13
197,Teresa Collins,Marketing,106825.12
198,Barry Rosales,HR,47076.06
199,Kimberly Gutierrez,Operations,69559.36
200,Victor Gibson,Operations,38513.15
201,Mary Weber,Sales,146238.9
202,Adam Davis,Sales,135698.16
203,Alyssa Duncan,Finance,34571.49
204,Justin Newman,Operations,123515.78
205,William Bowen,Finance,78097.52
206,Riley Jones,IT,126974.92
207,Lee Harris,Marketing,132164.69
208,Jacqueline Prince,Sales,96324.48
209,Kristy Bond,IT,120571.01
210,Christine Harding,IT,52577.19
211,Harry Chambers Jr.,IT,45550.73
212,Catherine Merritt PhD,Sales,93347.61
213,Benjamin Rubio,Marketing,85819.57
214,Kelly Kelley,Operations,33819.98
215,Erin Blevins,Operations,37072.26
216,James Baker,IT,63022.71
217,Cristina Martin,Sales,49358.09
218,Erika Brennan,HR,56274.56
219,Dennis Parker,Marketing,124946.03
220,Paul Atkins,Operations,41856.12
221,Bobby Hernandez,Finance,131682.55
222,Diane Pennington,Finance,59687.68
223,Adam Jackson,HR,47939.17
224,Jennifer Bailey,Finance,148366.36
225,Jeffrey Davis,Marketing,34609.47
226,Jeffery Bailey,Operations,48138.81
227,Mr. Raymond Carter,Sales,85277.95
228,Ashley Clay,HR,53541.5
229,Courtney Murray,Marketing,88237.55
230,Michelle Mckinney,Marketing,99401.09
231,Christy White,Marketing,58810.95
232,Karen Solis,IT,115603.93
233,Meagan Peterson,Finance,111476.19
234,Mary Thomas,Sales,91514.54
235,Cory Gutierrez,Operations,51770.7
236,Matthew Kennedy,Finance,134702.13
237,Richard Robinson,Sales,99394.25
238,Nicholas Hoffman,Operations,115662.37
239,Charles Dominguez,Operations,146964.18
240,Kayla Clark,IT,73197.87
241,Laura Colon,Marketing,63963.87
242,Christopher Garcia,Operations,42515.14
243,Michael Vasquez,Finance,30353.74
244,Ryan Maxwell,Finance,89145.18
245,Dustin Lawson,Finance,108889.86
246,Kayla Harrison,IT,148395.86
247,Daniel Watson,Finance,96862.33
248,Shannon Thompson,Finance,126714.61
249,Kenneth Ball,Sales,117667.41
250,Roy Powers,Finance,65661.59
251,Denise Howard,Marketing,111722.41
252,Michelle Johnson,Marketing,61818.86
253,Elizabeth Becker,IT,85717.24
254,Jessica Jones MD,Operations,71381.28
255,Sally Hobbs,HR,127449.84
256,Austin Benton,IT,97109.37
257,Lauren Murray,Finance,58491.89
258,Janet Bullock,Marketing,145329.7
259,Kevin Tyler,IT,83479.25
260,Christina Olson,Marketing,130698.92
261,Sheila Harris,Marketing,43962.13
262,Jacob Walker,HR,135266.69
263,Heather Jimenez,Marketing,63910.3
264,Dr. Shelly Garcia,Sales,60143.12
265,Courtney Martinez,Sales,30712.69
266,Joseph Lozano,Operations,140209.55
267,Richard Wells,Sales,64048.95
268,Victoria Stewart,IT,102622.75
269,Thomas Humphrey,Operations,52035.99
270,Laura Navarro,IT,127325.07
271,Olivia Howell,HR,80432.19
272,Mark Hill,Marketing,31272.6
273,Dennis Wilson,HR,139194.73
274,Raymond Johnson,IT,140692.09
275,Amy Bennett,IT,132073.38
276,Mr. John Bradley MD,IT,36801.63
277,Samantha Barnes,Finance,47818.97
278,Jessica Gonzalez,Finance,121767.56
279,Susan Anderson,Marketing,110382.66
280,Kelsey Dennis,Finance,62405.51
281,Jennifer Frank,HR,31690.34
282,Anna Lyons,Finance,74861.64
283,Kayla Poole,IT,35894.67
284,Joshua Brown,Sales,56423.15
285,Natalie Mcclain,Marketing,63858.48
286,Margaret Nelson,Marketing,123159.28
287,Susan Long,IT,51926.81
288,Bradley Bentley,Sales,31640.64
289,Mariah Brooks,IT,65454.23
290,Kaitlyn Edwards,Sales,67327.53
291,Tina Allen,Marketing,105982.53
292,Jacob Thomas,Finance,130297.74
293,John Lara,Marketing,113807.8
294,Jose Johnson,Sales,75712.51
295,Eugene Simmons,Marketing,107629.67
296,Richard Davis,HR,57252.46
297,Paul Stewart,Marketing,122348.85
298,Natasha Harvey,Finance,102886.0
299,Jeremy Castillo,Sales,54295.84
300,Sean Wallace,IT,99271.1
301,Omar Welch,Sales,68637.08
302,Teresa Hebert,IT,101467.97
303,Janice Young,Operations,56442.92
304,Emily Stevenson,Marketing,39469.27
305,Kayla Wong,IT,30611.69
306,Brett Smith,Operations,125044.84
307,Carrie Powell,HR,132031.57
308,James Rodriguez,Marketing,61150.08
309,Nathan Burke,IT,140552.09
310,Lisa Thompson,Operations,64569.06
311,Samantha Brooks,Finance,43181.0
312,Steven Obrien,Marketing,110902.64
313,Martin Cameron,Marketing,99914.29
314,Julie Hughes,Finance,144157.45
315,Katrina Wilson,Operations,51055.99
316,Andrew Miller,Finance,74801.09
317,Kristina Nelson,Finance,89629.21
318,Thomas Walker,Marketing,108268.41
319,Matthew Smith,IT,142932.66
320,Brian Smith,Marketing,102004.84
321,Emily Lawrence MD,Sales,73591.4
322,Mary Smith,Finance,53547.16
323,Donna Hernandez,Operations,110899.98
324,Noah Adams,Finance,48640.07
325,Amanda Underwood,Finance,143733.31
326,Amanda Miller,HR,118520.49
327,Julia Harmon,Sales,125173.66
328,Ruben Gonzalez,IT,35991.11
329,Mrs. Kelly Barnes,Marketing,68717.8
330,Brittany Cameron,IT,34215.62
331,April Alexander,Operations,61392.76
332,Kerri Smith,Sales,43867.45
333,Carolyn Henry,HR,40038.15
334,Jennifer Berry,Operations,117624.65
335,Bonnie Spears,IT,30611.68
336,Angela Johnson,Operations,149735.92
337,Sheila Jones,Sales,87555.62
338,Victor Gillespie,Sales,33206.39
339,Justin Russell,IT,145427.19
340,Bonnie Taylor,HR,107175.91
341,Michelle Hebert,Operations,91010.78
342,Timothy Miller,Finance,58069.83
343,Vanessa Jones,HR,111919.96
344,Robert Leon,IT,86515.54
345,Michelle Ramos,Finance,140304.65
346,Thomas Meyer,HR,39821.08
347,William Ross PhD,Sales,68530.62
348,Leslie Sullivan,HR,122424.3
349,Jessica David,Sales,149118.03
350,William Moore,Marketing,122358.53
351,Justin Garrett,Sales,143329.76
352,Nicholas Tran,Marketing,75674.3
353,Dennis Barnett,IT,87183.71
354,Stephen Tucker,Sales,54973.07
355,John Brewer,Finance,44571.14
356,Whitney Erickson,Operations,147370.17
357,Parker Gordon,Finance,144271.26
358,Rebecca Smith,Marketing,136551.3
359,Melissa Lang,Sales,59791.85
360,Dale Garza,Marketing,149981.87
361,Noah Finley,IT,140804.1
362,James Williams,Marketing,63440.84
363,David Hart,Marketing,33087.66
364,David Hall,Finance,112178.43
365,Thomas Smith,Sales,62158.1
366,Mackenzie Skinner,Sales,33471.25
367,Kimberly Morgan,Sales,38993.12
368,Heather Bauer,Marketing,69690.16
369,Alex Yang,IT,56651.81
370,Dylan Hunt,Finance,81483.11
371,James Delgado,Operations,79119.0
372,Donna Hogan,HR,61683.03
373,Terry Baker,Operations,111676.12
374,Michael Malone,IT,75684.19
375,Ann Walton,HR,99259.09
376,Jessica Caldwell,HR,72696.24
377,Jeremy Mahoney,Sales,78227.32
378,Michael Bowen,HR,121200.08
379,William Graham,HR,139497.86
380,Stacy George,Finance,116830.89
381,Rebecca Price,Operations,42607.96
382,Brent Haney,IT,131510.14
383,Brittany Wilkins,Sales,46255.44
384,David Mann,Marketing,46668.29
385,Jonathan Adams,Finance,138329.7
386,Jonathan Rodriguez,Operations,85507.31
387,Kyle Fox,Operations,126878.27
388,Tanya Ramirez,IT,47995.6
389,Nathaniel Andersen,Finance,46749.06
390,Jeff Andersen,HR,77216.29
391,Dr. Emily Santiago PhD,Marketing,143263.18
392,William Reynolds,IT,56541.24
393,Jeffrey Mueller,Finance,105533.16
394,Clinton Hill,Finance,60480.07
395,Cristina Bradford,HR,91230.29
396,Diane Fletcher,Operations,65709.02
397,John Brown,Sales,110916.94
398,Kathryn Torres,Operations,63565.66
399,Tracy Howard,Finance,58695.98
400,Jessica Ruiz,Operations,148417.44
401,John Carpenter,Sales,116204.44
402,William Williams,Sales,92536.97
403,Nicholas Clark,Sales,99403.23
404,Samantha Harris,Sales,103604.27
405,Deanna Nelson,HR,38687.08
406,Bryan Bradley,HR,139169.34
407,Casey Mitchell,Sales,67137.36
408,Cindy Flores,Sales,88423.73
409,Emma Douglas,Finance,119016.33
410,Alejandro Bray,Operations,143529.21
411,Nancy Bauer,IT,136647.72
412,Andrew Lee,Sales,92590.6
413,Sandra Hamilton DVM,Finance,103523.79
414,Ronald Porter,IT,146824.97
415,Christine Peterson,IT,67147.44
416,Thomas Chang,Finance,35322.55
417,Andres Marquez,Sales,90129.25
418,Jessica Johnson,Sales,38576.51
419,Kimberly Yu,HR,76970.01
420,Tyler Butler,Marketing,85683.21
421,Emily Reeves,HR,49486.29
422,Christopher Erickson,IT,42510.2
423,Connor Cochran,Finance,72808.37
424,Dennis Castaneda,IT,133265.38
425,Javier Edwards,HR,70300.88
426,Brittany Rose,IT,127713.95
427,Wayne Hart,Marketing,115217.19
428,Drew Marquez,HR,42488.63
429,Daniel Diaz,IT,88192.29
430,Lisa Camacho,Sales,147312.21
431,Sarah Bautista,HR,92738.52
432,Christine Davis,HR,140165.15
433,Collin Huff,Finance,33692.06
434,Alan Nelson,Finance,146752.74
435,Lydia Myers,IT,124853.66
436,Wayne Armstrong,Operations,46875.65
437,Joe Gomez,HR,75974.43
438,Ryan Monroe,HR,85698.0
439,Ruth Smith,Operations,36696.94
440,Rachel Tucker,Sales,141197.08
441,Kelly Hansen,IT,145738.83
442,Scott Hall DDS,Marketing,48555.02
443,Mark Morgan,Marketing,128432.75
444,Michael Gibbs,Sales,147344.62
445,Jennifer Gibson,HR,109963.09
446,Jasmine Guzman,Marketing,141686.74
447,Joseph Tyler,Operations,71084.65
448,Kimberly Carr,HR,32096.01
449,Devin Green,Marketing,117780.84
450,David Black,Operations,66058.11
451,Scott Valdez,Sales,124528.51
452,Jennifer Barry,Marketing,129746.72
453,Joseph Cooper,HR,96277.8
454,Sean Schmidt,IT,56680.03
455,Jack Mitchell,HR,38201.89
456,Elijah Dickson,Marketing,32295.25
457,Karen Brown,Marketing,61493.52
458,Elizabeth Smith,IT,110252.35
459,Shawn Le,Finance,133311.95
460,John Gilmore,Operations,105493.49
461,Elizabeth Kennedy,IT,93614.56
462,Melanie Terry,Finance,55038.0
463,Holly Lopez,Sales,130426.43
464,Heather Martin,HR,98777.17
465,Preston Collins,HR,45747.54
466,Samantha Casey,HR,117550.87
467,Timothy Brown,IT,138957.45
468,Zachary Maynard,Sales,93532.84
469,Mary Ramsey,IT,47297.27
470,Mary Parker,Finance,84240.44
471,Matthew Noble,HR,55113.35
472,Elizabeth Hall,Finance,83007.52
473,Ann Poole,Finance,48623.15
474,Anthony Mckee,Finance,121600.53
475,Linda Hull,Marketing,123733.86
476,Kyle Middleton,Sales,61759.28
477,Laura Rodriguez,Finance,136458.71
478,Elizabeth Perry,Marketing,68949.83
479,Patrick Jimenez,Sales,54379.62
480,Robert Butler,HR,131081.28
481,Aaron Brewer,Finance,30674.04
482,Amanda Lyons,HR,138203.45
483,Holly Rowe,Marketing,130137.44
484,Andrea Morrow,Sales,91848.91
485,April Guzman,Operations,137245.68
486,Maria Smith,Sales,49749.25
487,Nicole Chavez,Sales,88856.2
488,Denise Smith,Finance,43342.3
489,Marissa Clark,HR,135868.03
490,Shannon Hall,Finance,128112.7
491,Christopher King,Sales,125913.63
492,Tammy Lopez,HR,52826.05
493,Jason Richards,IT,147917.15
494,Heather Ryan,Finance,51522.84
495,Nicole Miller,Finance,100305.26
496,Paula Allen,Sales,80321.91
497,Jordan Griffin,Operations,111106.38
498,Paul Williams,IT,92012.95
499,Amy Hawkins,Sales,99365.61
500,Victoria Cordova,Marketing,97934.45
501,Nathan Butler,Marketing,124689.6
502,Angela Patterson,Finance,83454.17
503,Michael Robertson,Sales,131209.65
504,Michelle Goodman,Operations,115767.07
505,Natasha Pena,Marketing,97980.8
506,Susan Lawson,HR,107266.28
507,Dominic Rush,Operations,65348.25
508,Phillip Vargas,Sales,82385.44
509,April Miranda,IT,113190.77
510,Andrew Hall,Marketing,90971.22
511,Jennifer Adkins,Operations,89489.89
512,Matthew Lynn,IT,133279.08
513,Cesar Mitchell,IT,76545.21
514,Matthew Rivera,IT,97362.19
515,Robert Jarvis,HR,127923.83
516,Kyle Ramos,Sales,135762.67
517,Joanne Hodges,Operations,111680.35
518,Caleb Beltran,Finance,138547.49
519,Glenda Matthews,HR,113493.96
520,Robin Mccann,Finance,111956.63
521,Deborah Downs,HR,116963.27
522,Darrell Gamble,Sales,45730.65
523,Jason Smith Jr.,IT,31997.57
524,Holly Newman,HR,135813.4
525,Christopher Munoz,IT,137647.37
526,Justin Pitts,HR,104239.75
527,Lance Smith,Finance,66286.23
528,James Henry,Sales,88980.58
529,Sarah Smith,Marketing,70678.46
530,George Grimes,Sales,148788.55
531,Michael Dunn,HR,45274.92
532,Courtney Clark,HR,112976.79
533,Tracey Schultz,Sales,121159.62
534,Nicholas Mcfarland,Sales,121011.16
535,Alexandra Skinner,IT,125907.01
536,Caleb Trujillo,HR,35149.62
537,Jennifer Brown,Operations,44430.63
538,Jo Byrd,HR,141666.73
539,Gregory Diaz,HR,96498.76
540,Alicia Murray,Marketing,85300.68
541,Gina Barnes,IT,110292.06
542,Robert Roberts,HR,74027.41
543,Edward Mason,Operations,104626.41
544,Shawn Walker,Marketing,59047.6
545,Michael Miranda,Sales,145566.32
546,Andre Hernandez,HR,62049.79
547,Taylor Shepherd,IT,122540.9
548,Ann Nguyen,Sales,56900.44
549,Ian Jarvis,IT,124456.85
550,Adam Patel,Sales,128750.69
551,Jeff Bush,Finance,122255.35
552,Erin Matthews,IT,145026.33
553,Roberto Olson,IT,111752.49
554,Hannah Todd,HR,123572.84
555,Amanda Morse,IT,71639.69
556,Tiffany Jones,Finance,77624.47
557,Mark Sanchez Jr.,Marketing,120704.52
558,Andrew Smith,HR,137879.2
559,Michelle Villarreal,Marketing,89838.26
560,Jane Deleon,IT,42349.56
561,Lisa Green,Marketing,96721.69
562,Maria Miller MD,IT,59052.96
563,Amanda Wilson,Sales,81312.4
564,Cody Gentry,Sales,79502.08
565,Andrew Mason,Marketing,121230.0
566,Cameron Humphrey,Marketing,110884.02
567,Courtney Morgan,IT,142260.28
568,Dorothy Young,Marketing,36401.61
569,Monica Smith,Marketing,32348.42
570,Pamela Davenport,Sales,47773.1
571,Leslie Martin,Operations,91647.29
572,Molly Montgomery,HR,31832.72
573,Richard Lara,Operations,41301.35
574,Brandon Smith,HR,77081.59
575,Derrick Morrison,Sales,91290.46
576,Nicolas Ward,HR,103044.91
577,Tami Little,Operations,91339.18
578,Harry Rivera,HR,72286.78
579,Derek Lam,Sales,53828.92
580,Ruth Lopez,Sales,113314.93
581,Kristi Curry,Marketing,113194.76
582,Michael Lee,Sales,134667.49
583,Joseph Reed,IT,63510.05
584,Joshua Hoffman,Sales,98174.75
585,Erin Brooks,Marketing,111491.35
586,Samantha Cruz,Sales,115018.07
587,Elizabeth Taylor,Operations,51998.87
588,Brandon Castaneda,HR,42270.46
589,Kenneth Gardner,Sales,67359.95
590,Hunter Schultz,IT,42546.13
591,Sandra Curry,HR,60063.73
592,Bradley Hunter,Sales,125011.87
593,Mary Snow,Sales,96083.87
594,Tammy Roberts,Operations,92884.62
595,Mike Hernandez,Sales,102850.16
596,Brooke Wong,Marketing,94231.78
597,Nathaniel Miller,Operations,65022.77
598,Christine Evans,Sales,47556.12
599,Ian Gomez,Marketing,135758.84
600,Alexander Burch,Marketing,94939.36
601,Kimberly Griffin,Sales,82200.66
602,Kathryn White,Finance,104559.86
603,James Sherman,Operations,71118.05
604,Parker Barnett,Operations,76251.59
605,Michael Davis,Operations,125079.38
606,Derrick Pineda,HR,125387.41
607,Anna Melton,Marketing,100229.02
608,Michelle Steele,Marketing,126715.79
609,Matthew Bennett,HR,111553.36
610,Eric Lindsey,Sales,30289.98
611,David Anderson,Operations,91357.28
612,Brett Walsh,Sales,78137.6
613,Sherry Smith,IT,115933.14
614,Terri Kim,Sales,105646.87
615,Jessica Lewis,Sales,110014.5
616,Karen Smith,IT,77366.48
617,Julia Gill,Operations,133137.19
618,Andrew Cantrell,HR,91691.01
619,Timothy Smith,IT,146707.44
620,Kevin Barry,HR,80499.23
621,Dr. Michael Moore,HR,30043.25
622,Timothy Hinton,Operations,130630.65
623,Jeremy Blair,Marketing,39970.78
624,Adam Lyons,Marketing,141080.33
625,Darin Camacho,Marketing,132852.56
626,Angela Matthews,Finance,69954.94
627,Jessica Cunningham,IT,58115.37
628,Patricia Patterson,Marketing,109542.99
629,Mitchell Johnson,HR,90278.9
630,Taylor Myers,IT,87063.43
631,Barbara Martinez,Finance,69120.6
632,Crystal Tucker,HR,95016.62
633,Erika Nguyen,Operations,34774.11
634,Richard Brown,Finance,129592.85
635,Christina Harris,Sales,115078.38
636,Carlos Oneill,Sales,95347.95
637,Kayla Peterson,Sales,110239.09
638,Sara Gibson,Operations,56730.98
639,Derek Wolf,IT,139559.01
640,Randall Taylor,Operations,75399.88
641,Mr. Robert Garza IV,Operations,75736.8
642,Adam Miller,Sales,127311.96
643,Randy Turner,Sales,141650.7
644,Logan Ball,HR,104931.4
645,Carol Perez,Finance,142943.59
646,Miss Heather Mills,Operations,45326.57
647,Jennifer Miller,HR,85277.72
648,Juan Clark,Marketing,64285.65
649,Joseph Kennedy,Marketing,118565.18
650,Edwin Vance MD,Finance,75260.24
651,Edward Chen,Marketing,53800.91
652,Steven Martin,Sales,117452.95
653,John Cox,Finance,36125.36
654,Cynthia Rogers,HR,139979.6
655,Rebecca Sullivan,HR,36609.94
656,Russell Gray,Sales,83146.52
657,Debbie Fritz,Finance,81532.42
658,Kathryn Kelly,Marketing,129382.56
659,Courtney Campbell,Sales,79440.74
660,Kathleen Chambers,Marketing,41085.58
661,Katelyn Adams,Sales,115533.11
662,Danielle Swanson,Sales,60833.64
663,Christopher Morse,Sales,95236.05
664,Dominic Murray,IT,116804.02
665,April Ross,Operations,138342.64
666,Virginia Anderson,IT,37218.24
667,Mary Bennett,IT,146713.77
668,Charles Thompson,Sales,34989.12
669,Robert Garcia,Finance,70159.23
670,Jacqueline Calderon,Sales,138296.05
671,Evelyn Alexander,Sales,68575.01
672,Michael Moore,Sales,147893.51
673,Linda Martin,Operations,127079.09
674,Mr. Jack Morrison Jr.,Operations,129820.59
675,Douglas Gonzalez,Marketing,135591.16
676,Rachael Lawrence,Sales,117203.2
677,Carrie Flores,Finance,35749.08
678,Timothy Smith,Operations,52876.1
679,Martha Olsen,Sales,105057.0
680,Jon Dillon,Marketing,134468.99
681,Daniel Maddox,HR,91184.3
682,Joseph Ortiz,Operations,136818.3
683,Lisa Fry,Sales,41162.66
684,Crystal Liu,HR,121130.64
685,Mark Burch,Operations,58853.04
686,Jeremy Rich,IT,70650.47
687,John Hall,Sales,97637.72
688,Shannon Thompson,Marketing,60594.51
689,Christopher Clark,Sales,121147.25
690,Samantha Shaffer,Finance,124713.73
691,Monica Snow,HR,98268.12
692,Sandra Paul,HR,45169.85
693,Nicholas Burton,IT,30797.62
694,Amy Brooks,IT,96572.94
695,Erica Williams,Marketing,45084.63
696,Benjamin Gordon,HR,104952.79
697,Jacob Johnson,Finance,52529.9
698,Lori Silva,Sales,89590.75
699,Mr. Joseph Ward,IT,86446.59
700,George Owens,Marketing,93727.45
701,Joseph Williams,Marketing,74997.14
702,Christina Kelley,Marketing,78254.81
703,Matthew Fischer,Marketing,141397.45
704,Robert Ross,Operations,36037.7
705,Pamela Thompson,HR,143591.34
706,Kathleen Stevens,HR,69268.62
707,Melissa Johnson,Operations,123043.01
708,Rebecca Wade,Operations,146344.27
709,Jennifer Lawson,Operations,36056.96
710,Brian Cantrell,HR,36555.44
711,Luis Woodward,IT,91263.68
712,Raymond Munoz,Operations,142092.65
713,Ryan Simmons,Finance,90155.04
714,Jacob Johnson,Operations,58046.13
715,Terry Johnson,Finance,78645.87
716,Kristina Smith,Operations,92536.21
717,Gregory Ponce,Finance,107793.73
718,Emily Craig,HR,127774.93
719,Lori Herrera,Operations,113184.93
720,Stephen Weber,IT,81761.15
721,Jordan Williams,IT,66251.49
722,Tracie Sanchez,Marketing,68286.38
723,Brandon Rosales,Finance,34977.41
724,Yesenia Hart,IT,111330.5
725,Joshua Woods,Finance,107514.05
